customerID,churn_probability,top_shap_drivers
2545-EBUPK,0.8285070061683655,"tenure (increases churn risk, 0.437); is_month_to_month (increases churn risk, 0.283); month_to_month_fiber (increases churn risk, 0.280); paperless_echeck (increases churn risk, 0.208); OnlineSecurity_No (increases churn risk, 0.182)"
4587-VVTOX,0.828281819820404,"month_to_month_fiber (increases churn risk, 0.372); tenure (increases churn risk, 0.306); is_month_to_month (increases churn risk, 0.270); paperless_echeck (increases churn risk, 0.199); MonthlyCharges (increases churn risk, 0.174)"
1853-UDXBW,0.8213654160499573,"tenure (increases churn risk, 0.753); is_month_to_month (increases churn risk, 0.287); month_to_month_fiber (increases churn risk, 0.276); paperless_echeck (increases churn risk, 0.172); OnlineSecurity_No (increases churn risk, 0.169)"
8380-PEFPE,0.8213654160499573,"tenure (increases churn risk, 0.753); is_month_to_month (increases churn risk, 0.287); month_to_month_fiber (increases churn risk, 0.276); paperless_echeck (increases churn risk, 0.172); OnlineSecurity_No (increases churn risk, 0.169)"
3422-LYEPQ,0.8213654160499573,"tenure (increases churn risk, 0.753); is_month_to_month (increases churn risk, 0.287); month_to_month_fiber (increases churn risk, 0.276); paperless_echeck (increases churn risk, 0.172); OnlineSecurity_No (increases churn risk, 0.169)"
3244-DCJWY,0.8212853074073792,"tenure (increases churn risk, 0.750); is_month_to_month (increases churn risk, 0.287); month_to_month_fiber (increases churn risk, 0.276); paperless_echeck (increases churn risk, 0.175); OnlineSecurity_No (increases churn risk, 0.169)"
5376-DEQCP,0.8212853074073792,"tenure (increases churn risk, 0.750); is_month_to_month (increases churn risk, 0.287); month_to_month_fiber (increases churn risk, 0.276); paperless_echeck (increases churn risk, 0.175); OnlineSecurity_No (increases churn risk, 0.169)"
8775-ERLNB,0.8143918514251709,"tenure (increases churn risk, 0.762); month_to_month_fiber (increases churn risk, 0.276); is_month_to_month (increases churn risk, 0.273); tenure_inverse (increases churn risk, 0.166); OnlineSecurity_No (increases churn risk, 0.163)"
4750-ZRXIU,0.8135779500007629,"tenure (increases churn risk, 0.375); month_to_month_fiber (increases churn risk, 0.301); is_month_to_month (increases churn risk, 0.283); paperless_echeck (increases churn risk, 0.208); OnlineSecurity_No (increases churn risk, 0.177)"
1143-NMNQJ,0.8134903907775879,"tenure (increases churn risk, 0.440); is_month_to_month (increases churn risk, 0.283); month_to_month_fiber (increases churn risk, 0.280); paperless_echeck (increases churn risk, 0.208); OnlineSecurity_No (increases churn risk, 0.183)"
8375-DKEBR,0.8128507733345032,"tenure (increases churn risk, 0.751); month_to_month_fiber (increases churn risk, 0.276); is_month_to_month (increases churn risk, 0.265); paperless_echeck (increases churn risk, 0.175); OnlineSecurity_No (increases churn risk, 0.168)"
5196-SGOAK,0.8123342394828796,"tenure (increases churn risk, 0.766); is_month_to_month (increases churn risk, 0.287); month_to_month_fiber (increases churn risk, 0.276); OnlineSecurity_No (increases churn risk, 0.169); paperless_echeck (increases churn risk, 0.169)"
0679-IDSTG,0.8118860721588135,"tenure (increases churn risk, 0.758); month_to_month_fiber (increases churn risk, 0.276); is_month_to_month (increases churn risk, 0.265); paperless_echeck (increases churn risk, 0.172); OnlineSecurity_No (increases churn risk, 0.168)"
2254-DLXRI,0.8115370869636536,"tenure (increases churn risk, 0.792); month_to_month_fiber (increases churn risk, 0.279); is_month_to_month (increases churn risk, 0.272); OnlineSecurity_No (increases churn risk, 0.175); tenure_inverse (increases churn risk, 0.169)"
3707-GNWHM,0.8106586933135986,"tenure (increases churn risk, 0.775); month_to_month_fiber (increases churn risk, 0.279); is_month_to_month (increases churn risk, 0.272); OnlineSecurity_No (increases churn risk, 0.175); tenure_inverse (increases churn risk, 0.165)"
2865-TCHJW,0.8078343272209167,"tenure (increases churn risk, 0.378); month_to_month_fiber (increases churn risk, 0.301); is_month_to_month (increases churn risk, 0.283); paperless_echeck (increases churn risk, 0.208); OnlineSecurity_No (increases churn risk, 0.179)"
0655-RBDUG,0.8070372343063354,"month_to_month_fiber (increases churn risk, 0.374); tenure (increases churn risk, 0.277); is_month_to_month (increases churn risk, 0.264); avg_total_charge_per_month (increases churn risk, 0.171); MonthlyCharges (increases churn risk, 0.170)"
0235-KGSLC,0.8054553270339966,"tenure (increases churn risk, 0.773); month_to_month_fiber (increases churn risk, 0.279); is_month_to_month (increases churn risk, 0.272); OnlineSecurity_No (increases churn risk, 0.173); tenure_inverse (increases churn risk, 0.168)"
8593-WHYHV,0.8020725250244141,"tenure (increases churn risk, 0.410); month_to_month_fiber (increases churn risk, 0.284); is_month_to_month (increases churn risk, 0.283); paperless_echeck (increases churn risk, 0.208); OnlineSecurity_No (increases churn risk, 0.180)"
4927-WWOOZ,0.801803708076477,"tenure (increases churn risk, 0.437); is_month_to_month (increases churn risk, 0.283); month_to_month_fiber (increases churn risk, 0.280); paperless_echeck (increases churn risk, 0.208); OnlineSecurity_No (increases churn risk, 0.183)"
1820-TQVEV,0.8004243969917297,"tenure (increases churn risk, 0.748); month_to_month_fiber (increases churn risk, 0.276); is_month_to_month (increases churn risk, 0.265); paperless_echeck (increases churn risk, 0.175); OnlineSecurity_No (increases churn risk, 0.169)"
3716-BDVDB,0.8004243969917297,"tenure (increases churn risk, 0.748); month_to_month_fiber (increases churn risk, 0.276); is_month_to_month (increases churn risk, 0.265); paperless_echeck (increases churn risk, 0.175); OnlineSecurity_No (increases churn risk, 0.169)"
9804-ICWBG,0.7990254163742065,"tenure (increases churn risk, 0.748); month_to_month_fiber (increases churn risk, 0.276); is_month_to_month (increases churn risk, 0.265); paperless_echeck (increases churn risk, 0.175); OnlineSecurity_No (increases churn risk, 0.169)"
5542-TBBWB,0.7990254163742065,"tenure (increases churn risk, 0.748); month_to_month_fiber (increases churn risk, 0.276); is_month_to_month (increases churn risk, 0.265); paperless_echeck (increases churn risk, 0.175); OnlineSecurity_No (increases churn risk, 0.169)"
5052-PNLOS,0.7971450686454773,"tenure (increases churn risk, 0.428); month_to_month_fiber (increases churn risk, 0.287); is_month_to_month (increases churn risk, 0.255); avg_total_charge_per_month (increases churn risk, 0.179); OnlineSecurity_No (increases churn risk, 0.176)"
8739-XNIKG,0.7969154119491577,"tenure (increases churn risk, 0.373); month_to_month_fiber (increases churn risk, 0.301); is_month_to_month (increases churn risk, 0.283); paperless_echeck (increases churn risk, 0.208); OnlineSecurity_No (increases churn risk, 0.178)"
8821-XNHVZ,0.7939466238021851,"tenure (increases churn risk, 0.793); month_to_month_fiber (increases churn risk, 0.279); is_month_to_month (increases churn risk, 0.272); OnlineSecurity_No (increases churn risk, 0.174); tenure_inverse (increases churn risk, 0.167)"
9507-EXLTT,0.7930608987808228,"tenure (increases churn risk, 0.786); month_to_month_fiber (increases churn risk, 0.279); is_month_to_month (increases churn risk, 0.272); OnlineSecurity_No (increases churn risk, 0.173); tenure_inverse (increases churn risk, 0.164)"
6969-MVBAI,0.7930026650428772,"month_to_month_fiber (increases churn risk, 0.372); is_month_to_month (increases churn risk, 0.283); paperless_echeck (increases churn risk, 0.214); tenure (increases churn risk, 0.192); OnlineSecurity_No (increases churn risk, 0.155)"
3006-XIMLN,0.7921521663665771,"tenure (increases churn risk, 0.463); month_to_month_fiber (increases churn risk, 0.282); is_month_to_month (increases churn risk, 0.264); OnlineSecurity_No (increases churn risk, 0.180); streaming_count (increases churn risk, 0.146)"
6979-ZNSFF,0.7901874780654907,"month_to_month_fiber (increases churn risk, 0.372); is_month_to_month (increases churn risk, 0.283); paperless_echeck (increases churn risk, 0.214); tenure (increases churn risk, 0.190); OnlineSecurity_No (increases churn risk, 0.156)"
0390-DCFDQ,0.7888524532318115,"tenure (increases churn risk, 0.779); month_to_month_fiber (increases churn risk, 0.279); is_month_to_month (increases churn risk, 0.272); OnlineSecurity_No (increases churn risk, 0.173); tenure_inverse (increases churn risk, 0.164)"
6630-UJZMY,0.7866009473800659,"tenure (increases churn risk, 0.364); month_to_month_fiber (increases churn risk, 0.301); is_month_to_month (increases churn risk, 0.283); paperless_echeck (increases churn risk, 0.208); OnlineSecurity_No (increases churn risk, 0.179)"
2027-FECZV,0.7859011292457581,"month_to_month_fiber (increases churn risk, 0.372); is_month_to_month (increases churn risk, 0.270); paperless_echeck (increases churn risk, 0.234); MonthlyCharges (increases churn risk, 0.175); streaming_count (increases churn risk, 0.152)"
7817-BOQPW,0.7773444056510925,"tenure (increases churn risk, 0.417); is_month_to_month (increases churn risk, 0.283); month_to_month_fiber (increases churn risk, 0.280); paperless_echeck (increases churn risk, 0.208); OnlineSecurity_No (increases churn risk, 0.183)"
2034-GDRCN,0.7766181230545044,"tenure (increases churn risk, 0.428); is_month_to_month (increases churn risk, 0.281); month_to_month_fiber (increases churn risk, 0.280); OnlineSecurity_No (increases churn risk, 0.181); paperless_echeck (increases churn risk, 0.181)"
3519-ZKXGG,0.7746289372444153,"tenure (increases churn risk, 0.407); month_to_month_fiber (increases churn risk, 0.284); is_month_to_month (increases churn risk, 0.283); paperless_echeck (increases churn risk, 0.208); OnlineSecurity_No (increases churn risk, 0.180)"
8258-GSTJK,0.7736090421676636,"tenure (increases churn risk, 0.396); month_to_month_fiber (increases churn risk, 0.284); is_month_to_month (increases churn risk, 0.283); paperless_echeck (increases churn risk, 0.208); OnlineSecurity_No (increases churn risk, 0.179)"
1448-PWKYE,0.7689525485038757,"tenure (increases churn risk, 0.779); month_to_month_fiber (increases churn risk, 0.276); is_month_to_month (increases churn risk, 0.273); tenure_inverse (increases churn risk, 0.168); OnlineSecurity_No (increases churn risk, 0.162)"
2867-UIMSS,0.7681322693824768,"tenure (increases churn risk, 0.769); month_to_month_fiber (increases churn risk, 0.276); is_month_to_month (increases churn risk, 0.273); tenure_inverse (increases churn risk, 0.165); OnlineSecurity_No (increases churn risk, 0.162)"
7209-JCUDS,0.7678404450416565,"month_to_month_fiber (increases churn risk, 0.372); is_month_to_month (increases churn risk, 0.279); paperless_echeck (increases churn risk, 0.217); MultipleLines_No (decreases churn risk, -0.177); avg_total_charge_per_month (increases churn risk, 0.171)"
6372-RFVNS,0.7658318281173706,"tenure (increases churn risk, 0.774); month_to_month_fiber (increases churn risk, 0.276); is_month_to_month (increases churn risk, 0.273); tenure_inverse (increases churn risk, 0.165); OnlineSecurity_No (increases churn risk, 0.162)"
3292-PBZEJ,0.7643919587135315,"month_to_month_fiber (increases churn risk, 0.372); is_month_to_month (increases churn risk, 0.250); paperless_echeck (increases churn risk, 0.238); MonthlyCharges (increases churn risk, 0.191); avg_total_charge_per_month (increases churn risk, 0.188)"
4713-LZDRV,0.7642938494682312,"tenure (increases churn risk, 0.425); is_month_to_month (increases churn risk, 0.283); month_to_month_fiber (increases churn risk, 0.280); paperless_echeck (increases churn risk, 0.183); OnlineSecurity_No (increases churn risk, 0.181)"
8622-ZLFKO,0.7622380256652832,"month_to_month_fiber (increases churn risk, 0.372); tenure (increases churn risk, 0.293); is_month_to_month (increases churn risk, 0.283); paperless_echeck (increases churn risk, 0.201); OnlineSecurity_No (increases churn risk, 0.177)"
4445-ZJNMU,0.7621435523033142,"month_to_month_fiber (increases churn risk, 0.374); is_month_to_month (increases churn risk, 0.264); tenure (increases churn risk, 0.206); MonthlyCharges (increases churn risk, 0.164); streaming_count (increases churn risk, 0.159)"
5186-SAMNZ,0.7595303654670715,"tenure (increases churn risk, 0.778); month_to_month_fiber (increases churn risk, 0.279); is_month_to_month (increases churn risk, 0.251); OnlineSecurity_No (increases churn risk, 0.172); tenure_inverse (increases churn risk, 0.164)"
8443-ZRDBZ,0.7568425536155701,"tenure (increases churn risk, 0.356); month_to_month_fiber (increases churn risk, 0.301); is_month_to_month (increases churn risk, 0.283); paperless_echeck (increases churn risk, 0.208); OnlineSecurity_No (increases churn risk, 0.180)"
2754-SDJRD,0.7544736862182617,"month_to_month_fiber (increases churn risk, 0.374); is_month_to_month (increases churn risk, 0.236); avg_total_charge_per_month (increases churn risk, 0.209); tenure (increases churn risk, 0.202); MonthlyCharges (increases churn risk, 0.192)"
5419-CONWX,0.7537938952445984,"tenure (increases churn risk, 0.374); month_to_month_fiber (increases churn risk, 0.304); is_month_to_month (increases churn risk, 0.264); OnlineSecurity_No (increases churn risk, 0.173); avg_total_charge_per_month (increases churn risk, 0.165)"
4115-NZRKS,0.7532907128334045,"month_to_month_fiber (increases churn risk, 0.372); is_month_to_month (increases churn risk, 0.281); tenure (increases churn risk, 0.239); paperless_echeck (increases churn risk, 0.188); OnlineSecurity_No (increases churn risk, 0.168)"
6910-HADCM,0.7518849968910217,"tenure (increases churn risk, 0.776); month_to_month_fiber (increases churn risk, 0.276); is_month_to_month (increases churn risk, 0.273); tenure_inverse (increases churn risk, 0.164); OnlineSecurity_No (increases churn risk, 0.162)"
1768-ZAIFU,0.7498639225959778,"tenure (increases churn risk, 0.811); is_month_to_month (increases churn risk, 0.250); paperless_echeck (increases churn risk, 0.200); OnlineSecurity_No (increases churn risk, 0.167); TechSupport_No (increases churn risk, 0.159)"
2077-MPJQO,0.749153733253479,"month_to_month_fiber (increases churn risk, 0.372); is_month_to_month (increases churn risk, 0.283); tenure (increases churn risk, 0.230); paperless_echeck (increases churn risk, 0.214); OnlineSecurity_No (increases churn risk, 0.170)"
9334-GWGOW,0.7486868500709534,"month_to_month_fiber (increases churn risk, 0.372); is_month_to_month (increases churn risk, 0.283); tenure (increases churn risk, 0.232); paperless_echeck (increases churn risk, 0.214); OnlineSecurity_No (increases churn risk, 0.170)"
0841-NULXI,0.7473771572113037,"tenure (increases churn risk, 0.799); is_month_to_month (increases churn risk, 0.250); paperless_echeck (increases churn risk, 0.200); OnlineSecurity_No (increases churn risk, 0.171); TechSupport_No (increases churn risk, 0.161)"
1320-HTRDR,0.7463057041168213,"tenure (increases churn risk, 0.394); month_to_month_fiber (increases churn risk, 0.284); is_month_to_month (increases churn risk, 0.283); paperless_echeck (increases churn risk, 0.208); OnlineSecurity_No (increases churn risk, 0.180)"
4090-KPJIP,0.7459044456481934,"tenure (increases churn risk, 0.394); month_to_month_fiber (increases churn risk, 0.284); is_month_to_month (increases churn risk, 0.283); paperless_echeck (increases churn risk, 0.208); OnlineSecurity_No (increases churn risk, 0.180)"
9611-CTWIH,0.7451561093330383,"tenure (increases churn risk, 0.396); month_to_month_fiber (increases churn risk, 0.284); is_month_to_month (increases churn risk, 0.281); paperless_echeck (increases churn risk, 0.181); OnlineSecurity_No (increases churn risk, 0.178)"
7130-VTEWQ,0.7442070245742798,"month_to_month_fiber (increases churn risk, 0.372); is_month_to_month (increases churn risk, 0.283); paperless_echeck (increases churn risk, 0.214); tenure (increases churn risk, 0.175); OnlineSecurity_No (increases churn risk, 0.155)"
9940-RHLFB,0.7441765666007996,"tenure (increases churn risk, 0.769); month_to_month_fiber (increases churn risk, 0.276); is_month_to_month (increases churn risk, 0.273); tenure_inverse (increases churn risk, 0.163); OnlineSecurity_No (increases churn risk, 0.162)"
8083-YTZES,0.7436673045158386,"tenure (increases churn risk, 0.352); month_to_month_fiber (increases churn risk, 0.301); is_month_to_month (increases churn risk, 0.283); paperless_echeck (increases churn risk, 0.208); OnlineSecurity_No (increases churn risk, 0.180)"
7249-WBIYX,0.7436575293540955,"month_to_month_fiber (increases churn risk, 0.372); is_month_to_month (increases churn risk, 0.283); paperless_echeck (increases churn risk, 0.243); OnlineSecurity_No (increases churn risk, 0.156); tenure (increases churn risk, 0.145)"
8245-UMPYT,0.7431326508522034,"month_to_month_fiber (increases churn risk, 0.315); is_month_to_month (increases churn risk, 0.257); paperless_echeck (increases churn risk, 0.241); streaming_count (increases churn risk, 0.159); MultipleLines_No (increases churn risk, 0.145)"
4229-CZMLL,0.7423879504203796,"month_to_month_fiber (increases churn risk, 0.372); is_month_to_month (increases churn risk, 0.283); tenure (increases churn risk, 0.258); paperless_echeck (increases churn risk, 0.208); OnlineSecurity_No (increases churn risk, 0.177)"
3877-JRJIP,0.74097740650177,"tenure (increases churn risk, 0.798); is_month_to_month (increases churn risk, 0.250); paperless_echeck (increases churn risk, 0.200); OnlineSecurity_No (increases churn risk, 0.171); TechSupport_No (increases churn risk, 0.160)"
9221-OTIVJ,0.7397913336753845,"month_to_month_fiber (increases churn risk, 0.345); is_month_to_month (increases churn risk, 0.248); paperless_echeck (increases churn risk, 0.234); MonthlyCharges (increases churn risk, 0.180); streaming_count (increases churn risk, 0.155)"
3320-VEOYC,0.7390109896659851,"month_to_month_fiber (increases churn risk, 0.345); is_month_to_month (increases churn risk, 0.257); paperless_echeck (increases churn risk, 0.241); streaming_count (increases churn risk, 0.154); OnlineSecurity_No (increases churn risk, 0.140)"
5698-BQJOH,0.7379602789878845,"month_to_month_fiber (increases churn risk, 0.372); is_month_to_month (increases churn risk, 0.265); tenure (increases churn risk, 0.205); streaming_count (increases churn risk, 0.163); OnlineSecurity_No (increases churn risk, 0.142)"
9878-TNQGW,0.7298938035964966,"tenure (increases churn risk, 0.420); is_month_to_month (increases churn risk, 0.283); month_to_month_fiber (increases churn risk, 0.280); paperless_echeck (increases churn risk, 0.183); OnlineSecurity_No (increases churn risk, 0.181)"
9747-DDZOS,0.7276862859725952,"tenure (increases churn risk, 0.768); month_to_month_fiber (increases churn risk, 0.279); is_month_to_month (increases churn risk, 0.273); OnlineSecurity_No (increases churn risk, 0.169); tenure_inverse (increases churn risk, 0.164)"
1024-GUALD,0.7261208295822144,"tenure (increases churn risk, 0.812); is_month_to_month (increases churn risk, 0.250); paperless_echeck (increases churn risk, 0.200); OnlineSecurity_No (increases churn risk, 0.168); TechSupport_No (increases churn risk, 0.159)"
3585-ISXZP,0.7215464115142822,"month_to_month_fiber (increases churn risk, 0.374); is_month_to_month (increases churn risk, 0.265); tenure (increases churn risk, 0.206); streaming_count (increases churn risk, 0.163); OnlineSecurity_No (increases churn risk, 0.149)"
7354-OIJLX,0.7205876111984253,"month_to_month_fiber (increases churn risk, 0.372); is_month_to_month (increases churn risk, 0.283); paperless_echeck (increases churn risk, 0.214); tenure (increases churn risk, 0.163); OnlineSecurity_No (increases churn risk, 0.156)"
8445-DNBAE,0.7180957794189453,"tenure (increases churn risk, 0.807); is_month_to_month (increases churn risk, 0.250); paperless_echeck (increases churn risk, 0.196); OnlineSecurity_No (increases churn risk, 0.171); TechSupport_No (increases churn risk, 0.160)"
8541-QVFKM,0.7149288654327393,"month_to_month_fiber (increases churn risk, 0.372); is_month_to_month (increases churn risk, 0.283); paperless_echeck (increases churn risk, 0.214); tenure (increases churn risk, 0.172); OnlineSecurity_No (increases churn risk, 0.156)"
6328-ZPBGN,0.7148450613021851,"month_to_month_fiber (increases churn risk, 0.374); is_month_to_month (increases churn risk, 0.264); streaming_count (increases churn risk, 0.156); OnlineSecurity_No (increases churn risk, 0.144); contract_commitment_score (increases churn risk, 0.128)"
1980-KXVPM,0.7089068293571472,"tenure (increases churn risk, 0.427); month_to_month_fiber (increases churn risk, 0.287); is_month_to_month (increases churn risk, 0.269); OnlineSecurity_No (increases churn risk, 0.182); MultipleLines_No (increases churn risk, 0.136)"
3030-YDNRM,0.7083508968353271,"month_to_month_fiber (increases churn risk, 0.372); is_month_to_month (increases churn risk, 0.283); paperless_echeck (increases churn risk, 0.214); tenure (increases churn risk, 0.169); OnlineSecurity_No (increases churn risk, 0.156)"
7218-HKQFK,0.7082412838935852,"tenure (increases churn risk, 0.409); month_to_month_fiber (increases churn risk, 0.280); is_month_to_month (increases churn risk, 0.259); TechSupport_No (decreases churn risk, -0.192); paperless_echeck (increases churn risk, 0.185)"
3338-CVVEH,0.7048788666725159,"month_to_month_fiber (increases churn risk, 0.372); is_month_to_month (increases churn risk, 0.265); streaming_count (increases churn risk, 0.163); MultipleLines_No (increases churn risk, 0.140); OnlineSecurity_No (increases churn risk, 0.134)"
5382-SOYZL,0.7046089768409729,"month_to_month_fiber (increases churn risk, 0.308); is_month_to_month (increases churn risk, 0.257); paperless_echeck (increases churn risk, 0.244); streaming_count (increases churn risk, 0.161); MultipleLines_No (increases churn risk, 0.147)"
3199-XGZCY,0.7042016983032227,"month_to_month_fiber (increases churn risk, 0.372); is_month_to_month (increases churn risk, 0.283); paperless_echeck (increases churn risk, 0.214); tenure (increases churn risk, 0.173); OnlineSecurity_No (increases churn risk, 0.156)"
7005-CCBKV,0.703312873840332,"month_to_month_fiber (increases churn risk, 0.372); is_month_to_month (increases churn risk, 0.283); tenure (increases churn risk, 0.274); paperless_echeck (increases churn risk, 0.177); OnlineSecurity_No (increases churn risk, 0.175)"
4806-KEXQR,0.7010759711265564,"tenure (increases churn risk, 0.355); month_to_month_fiber (increases churn risk, 0.301); is_month_to_month (increases churn risk, 0.283); paperless_echeck (increases churn risk, 0.183); OnlineSecurity_No (increases churn risk, 0.178)"
1731-TVIUK,0.6968859434127808,"tenure (increases churn risk, 0.378); month_to_month_fiber (increases churn risk, 0.301); is_month_to_month (increases churn risk, 0.260); paperless_echeck (increases churn risk, 0.205); TechSupport_No (decreases churn risk, -0.193)"
7235-NXZCP,0.6963440775871277,"tenure (increases churn risk, 0.430); month_to_month_fiber (increases churn risk, 0.282); is_month_to_month (increases churn risk, 0.269); OnlineSecurity_No (increases churn risk, 0.187); MultipleLines_No (increases churn risk, 0.136)"
2959-MJHIC,0.6947997212409973,"tenure (increases churn risk, 0.350); month_to_month_fiber (increases churn risk, 0.301); is_month_to_month (increases churn risk, 0.283); paperless_echeck (increases churn risk, 0.183); OnlineSecurity_No (increases churn risk, 0.178)"
8752-STIVR,0.6933399438858032,"tenure (increases churn risk, 0.354); month_to_month_fiber (increases churn risk, 0.301); is_month_to_month (increases churn risk, 0.283); paperless_echeck (increases churn risk, 0.183); OnlineSecurity_No (increases churn risk, 0.178)"
4342-HENTK,0.691071093082428,"tenure (increases churn risk, 0.398); is_month_to_month (increases churn risk, 0.283); month_to_month_fiber (increases churn risk, 0.280); paperless_echeck (increases churn risk, 0.183); OnlineSecurity_No (increases churn risk, 0.181)"
5159-YFPKQ,0.6905607581138611,"tenure (increases churn risk, 0.410); is_month_to_month (increases churn risk, 0.283); month_to_month_fiber (increases churn risk, 0.280); paperless_echeck (increases churn risk, 0.183); OnlineSecurity_No (increases churn risk, 0.181)"
